# Standard Model Evoultion for 1 keV < T < 10 MeV as calculated in 2001.04466 
# Includes NLO-QED thermal corrections, and the electron mass and spin-statistics in the collision terms
# Neff          = 3.04483     
# O_nu/mnu (eV) = 93.06       
# s0 (cm^-3)    = 2907.1      
# g_s0          = 3.9304      
# g_*0          = 3.383       
#t (s)         T_gam (MeV)    T_gam/T_nu     g*             gs             a              z_gam          z_nu           N(a)
7.3866869E-03  1.0000000E+01  1.0000004E+00  1.0736124E+01  1.0735804E+01  1.0000240E-01  1.0000240E+00  1.0000236E+00  4.0641491E-04  
7.5240222E-03  9.9083194E+00  1.0000004E+00  1.0736112E+01  1.0735786E+01  1.0092776E-01  1.0000245E+00  1.0000241E+00  4.1379521E-04  
7.6639111E-03  9.8174794E+00  1.0000004E+00  1.0736099E+01  1.0735768E+01  1.0186170E-01  1.0000251E+00  1.0000247E+00  4.2130439E-04  
7.8064009E-03  9.7274722E+00  1.0000005E+00  1.0736086E+01  1.0735749E+01  1.0280427E-01  1.0000257E+00  1.0000252E+00  4.2894470E-04  
7.9515400E-03  9.6382902E+00  1.0000005E+00  1.0736073E+01  1.0735729E+01  1.0375557E-01  1.0000263E+00  1.0000258E+00  4.3671800E-04  
8.0993777E-03  9.5499259E+00  1.0000005E+00  1.0736060E+01  1.0735710E+01  1.0471567E-01  1.0000269E+00  1.0000264E+00  4.4462218E-04  
8.2499643E-03  9.4623716E+00  1.0000005E+00  1.0736046E+01  1.0735690E+01  1.0568466E-01  1.0000275E+00  1.0000270E+00  4.5266383E-04  
8.4033508E-03  9.3756201E+00  1.0000006E+00  1.0736032E+01  1.0735669E+01  1.0666262E-01  1.0000282E+00  1.0000276E+00  4.6084806E-04  
8.5595892E-03  9.2896639E+00  1.0000006E+00  1.0736018E+01  1.0735648E+01  1.0764962E-01  1.0000288E+00  1.0000282E+00  4.6917062E-04  
8.7187326E-03  9.2044957E+00  1.0000006E+00  1.0736004E+01  1.0735627E+01  1.0864576E-01  1.0000295E+00  1.0000288E+00  4.7763469E-04  
8.8808351E-03  9.1201084E+00  1.0000006E+00  1.0735989E+01  1.0735606E+01  1.0965112E-01  1.0000301E+00  1.0000295E+00  4.8624410E-04  
9.0459516E-03  9.0364947E+00  1.0000007E+00  1.0735974E+01  1.0735584E+01  1.1066579E-01  1.0000308E+00  1.0000301E+00  4.9500168E-04  
9.2141383E-03  8.9536477E+00  1.0000007E+00  1.0735959E+01  1.0735561E+01  1.1168985E-01  1.0000315E+00  1.0000308E+00  5.0390868E-04  
9.3854521E-03  8.8715601E+00  1.0000007E+00  1.0735943E+01  1.0735538E+01  1.1272338E-01  1.0000322E+00  1.0000315E+00  5.1296658E-04  
9.5599513E-03  8.7902252E+00  1.0000008E+00  1.0735927E+01  1.0735515E+01  1.1376648E-01  1.0000330E+00  1.0000322E+00  5.2217836E-04  
9.7376951E-03  8.7096359E+00  1.0000008E+00  1.0735911E+01  1.0735491E+01  1.1481923E-01  1.0000337E+00  1.0000329E+00  5.3154599E-04  
9.9187437E-03  8.6297855E+00  1.0000008E+00  1.0735894E+01  1.0735467E+01  1.1588173E-01  1.0000344E+00  1.0000336E+00  5.4107000E-04  
1.0103159E-02  8.5506671E+00  1.0000009E+00  1.0735877E+01  1.0735442E+01  1.1695406E-01  1.0000352E+00  1.0000343E+00  5.5075123E-04  
1.0291003E-02  8.4722741E+00  1.0000009E+00  1.0735860E+01  1.0735417E+01  1.1803631E-01  1.0000360E+00  1.0000351E+00  5.6060136E-04  
1.0482340E-02  8.3945999E+00  1.0000010E+00  1.0735843E+01  1.0735391E+01  1.1912858E-01  1.0000368E+00  1.0000358E+00  5.7061515E-04  
1.0677234E-02  8.3176377E+00  1.0000010E+00  1.0735825E+01  1.0735365E+01  1.2023096E-01  1.0000376E+00  1.0000366E+00  5.8079367E-04  
1.0875753E-02  8.2413812E+00  1.0000011E+00  1.0735806E+01  1.0735338E+01  1.2134355E-01  1.0000384E+00  1.0000374E+00  5.9114122E-04  
1.1077962E-02  8.1658237E+00  1.0000011E+00  1.0735788E+01  1.0735311E+01  1.2246643E-01  1.0000393E+00  1.0000382E+00  6.0166167E-04  
1.1283932E-02  8.0909590E+00  1.0000012E+00  1.0735769E+01  1.0735283E+01  1.2359970E-01  1.0000401E+00  1.0000390E+00  6.1235221E-04  
1.1493731E-02  8.0167806E+00  1.0000012E+00  1.0735749E+01  1.0735255E+01  1.2474347E-01  1.0000410E+00  1.0000398E+00  6.2322054E-04  
1.1707432E-02  7.9432823E+00  1.0000013E+00  1.0735729E+01  1.0735226E+01  1.2589782E-01  1.0000419E+00  1.0000406E+00  6.3427018E-04  
1.1925106E-02  7.8704579E+00  1.0000013E+00  1.0735709E+01  1.0735197E+01  1.2706285E-01  1.0000428E+00  1.0000415E+00  6.4549669E-04  
1.2146827E-02  7.7983011E+00  1.0000014E+00  1.0735689E+01  1.0735167E+01  1.2823867E-01  1.0000438E+00  1.0000424E+00  6.5690936E-04  
1.2372671E-02  7.7268059E+00  1.0000015E+00  1.0735667E+01  1.0735136E+01  1.2942537E-01  1.0000447E+00  1.0000432E+00  6.6850415E-04  
1.2602715E-02  7.6559661E+00  1.0000015E+00  1.0735646E+01  1.0735105E+01  1.3062305E-01  1.0000457E+00  1.0000441E+00  6.8028525E-04  
1.2837036E-02  7.5857758E+00  1.0000016E+00  1.0735624E+01  1.0735074E+01  1.3183182E-01  1.0000467E+00  1.0000451E+00  6.9226120E-04  
1.3075715E-02  7.5162289E+00  1.0000017E+00  1.0735602E+01  1.0735041E+01  1.3305178E-01  1.0000477E+00  1.0000460E+00  7.0442506E-04  
1.3318831E-02  7.4473197E+00  1.0000018E+00  1.0735579E+01  1.0735008E+01  1.3428303E-01  1.0000487E+00  1.0000469E+00  7.1678323E-04  
1.3566469E-02  7.3790423E+00  1.0000018E+00  1.0735556E+01  1.0734975E+01  1.3552568E-01  1.0000497E+00  1.0000479E+00  7.2933395E-04  
1.3818711E-02  7.3113908E+00  1.0000019E+00  1.0735532E+01  1.0734940E+01  1.3677983E-01  1.0000508E+00  1.0000489E+00  7.4208995E-04  
1.4075643E-02  7.2443596E+00  1.0000020E+00  1.0735508E+01  1.0734905E+01  1.3804559E-01  1.0000519E+00  1.0000499E+00  7.5504531E-04  
1.4337353E-02  7.1779429E+00  1.0000021E+00  1.0735483E+01  1.0734870E+01  1.3932306E-01  1.0000530E+00  1.0000509E+00  7.6820173E-04  
1.4603929E-02  7.1121351E+00  1.0000022E+00  1.0735457E+01  1.0734833E+01  1.4061236E-01  1.0000541E+00  1.0000519E+00  7.8156504E-04  
1.4875463E-02  7.0469307E+00  1.0000023E+00  1.0735432E+01  1.0734796E+01  1.4191360E-01  1.0000553E+00  1.0000530E+00  7.9513516E-04  
1.5152046E-02  6.9823240E+00  1.0000024E+00  1.0735405E+01  1.0734758E+01  1.4322687E-01  1.0000564E+00  1.0000541E+00  8.0891497E-04  
1.5433772E-02  6.9183097E+00  1.0000025E+00  1.0735378E+01  1.0734720E+01  1.4455231E-01  1.0000576E+00  1.0000551E+00  8.2290560E-04  
1.5720736E-02  6.8548823E+00  1.0000026E+00  1.0735351E+01  1.0734680E+01  1.4589001E-01  1.0000589E+00  1.0000562E+00  8.3711090E-04  
1.6013037E-02  6.7920363E+00  1.0000027E+00  1.0735323E+01  1.0734640E+01  1.4724010E-01  1.0000601E+00  1.0000574E+00  8.5153247E-04  
1.6310773E-02  6.7297666E+00  1.0000029E+00  1.0735294E+01  1.0734599E+01  1.4860269E-01  1.0000614E+00  1.0000585E+00  8.6617219E-04  
1.6614046E-02  6.6680677E+00  1.0000030E+00  1.0735265E+01  1.0734558E+01  1.4997788E-01  1.0000627E+00  1.0000597E+00  8.8103159E-04  
1.6922959E-02  6.6069345E+00  1.0000031E+00  1.0735235E+01  1.0734515E+01  1.5136581E-01  1.0000640E+00  1.0000609E+00  8.9611353E-04  
1.7237616E-02  6.5463617E+00  1.0000033E+00  1.0735205E+01  1.0734472E+01  1.5276659E-01  1.0000654E+00  1.0000621E+00  9.1141813E-04  
1.7558124E-02  6.4863443E+00  1.0000034E+00  1.0735173E+01  1.0734427E+01  1.5418033E-01  1.0000667E+00  1.0000633E+00  9.2694742E-04  
1.7884592E-02  6.4268772E+00  1.0000036E+00  1.0735142E+01  1.0734382E+01  1.5560716E-01  1.0000681E+00  1.0000645E+00  9.4270632E-04  
1.8217132E-02  6.3679552E+00  1.0000037E+00  1.0735109E+01  1.0734336E+01  1.5704720E-01  1.0000696E+00  1.0000658E+00  9.5869562E-04  
1.8555855E-02  6.3095734E+00  1.0000039E+00  1.0735076E+01  1.0734289E+01  1.5850058E-01  1.0000710E+00  1.0000671E+00  9.7491479E-04  
1.8900877E-02  6.2517269E+00  1.0000041E+00  1.0735042E+01  1.0734241E+01  1.5996740E-01  1.0000725E+00  1.0000684E+00  9.9136677E-04  
1.9252316E-02  6.1944108E+00  1.0000043E+00  1.0735007E+01  1.0734192E+01  1.6144781E-01  1.0000740E+00  1.0000697E+00  1.0080528E-03  
1.9610290E-02  6.1376201E+00  1.0000045E+00  1.0734972E+01  1.0734142E+01  1.6294192E-01  1.0000756E+00  1.0000711E+00  1.0249774E-03  
1.9974921E-02  6.0813500E+00  1.0000047E+00  1.0734936E+01  1.0734091E+01  1.6444986E-01  1.0000772E+00  1.0000725E+00  1.0421384E-03  
2.0346333E-02  6.0255959E+00  1.0000049E+00  1.0734899E+01  1.0734039E+01  1.6597176E-01  1.0000788E+00  1.0000739E+00  1.0595392E-03  
2.0724652E-02  5.9703529E+00  1.0000051E+00  1.0734861E+01  1.0733986E+01  1.6750776E-01  1.0000804E+00  1.0000753E+00  1.0771809E-03  
2.1110006E-02  5.9156163E+00  1.0000053E+00  1.0734822E+01  1.0733932E+01  1.6905797E-01  1.0000821E+00  1.0000768E+00  1.0950647E-03  
2.1502527E-02  5.8613816E+00  1.0000056E+00  1.0734783E+01  1.0733877E+01  1.7062254E-01  1.0000838E+00  1.0000782E+00  1.1131900E-03  
2.1902348E-02  5.8076442E+00  1.0000058E+00  1.0734743E+01  1.0733821E+01  1.7220159E-01  1.0000856E+00  1.0000797E+00  1.1315569E-03  
2.2309604E-02  5.7543994E+00  1.0000061E+00  1.0734702E+01  1.0733764E+01  1.7379526E-01  1.0000873E+00  1.0000812E+00  1.1501699E-03  
2.2724434E-02  5.7016427E+00  1.0000064E+00  1.0734659E+01  1.0733705E+01  1.7540369E-01  1.0000892E+00  1.0000828E+00  1.1690331E-03  
2.3146980E-02  5.6493697E+00  1.0000067E+00  1.0734616E+01  1.0733645E+01  1.7702701E-01  1.0000910E+00  1.0000844E+00  1.1881458E-03  
2.3577383E-02  5.5975760E+00  1.0000069E+00  1.0734572E+01  1.0733584E+01  1.7866536E-01  1.0000929E+00  1.0000860E+00  1.2075069E-03  
2.4015791E-02  5.5462571E+00  1.0000073E+00  1.0734528E+01  1.0733522E+01  1.8031888E-01  1.0000949E+00  1.0000876E+00  1.2271118E-03  
2.4462352E-02  5.4954087E+00  1.0000076E+00  1.0734482E+01  1.0733458E+01  1.8198771E-01  1.0000968E+00  1.0000892E+00  1.2469641E-03  
2.4917219E-02  5.4450265E+00  1.0000079E+00  1.0734435E+01  1.0733393E+01  1.8367199E-01  1.0000988E+00  1.0000909E+00  1.2670676E-03  
2.5380545E-02  5.3951062E+00  1.0000083E+00  1.0734387E+01  1.0733327E+01  1.8537186E-01  1.0001009E+00  1.0000926E+00  1.2874231E-03  
2.5852489E-02  5.3456436E+00  1.0000086E+00  1.0734337E+01  1.0733259E+01  1.8708748E-01  1.0001030E+00  1.0000944E+00  1.3080297E-03  
2.6333210E-02  5.2966344E+00  1.0000090E+00  1.0734287E+01  1.0733190E+01  1.8881899E-01  1.0001051E+00  1.0000961E+00  1.3288878E-03  
2.6822872E-02  5.2480746E+00  1.0000094E+00  1.0734236E+01  1.0733120E+01  1.9056652E-01  1.0001073E+00  1.0000979E+00  1.3499961E-03  
2.7321641E-02  5.1999600E+00  1.0000098E+00  1.0734183E+01  1.0733048E+01  1.9233024E-01  1.0001096E+00  1.0000997E+00  1.3713519E-03  
2.7829686E-02  5.1522864E+00  1.0000103E+00  1.0734130E+01  1.0732975E+01  1.9411029E-01  1.0001118E+00  1.0001016E+00  1.3929551E-03  
2.8347181E-02  5.1050500E+00  1.0000107E+00  1.0734075E+01  1.0732900E+01  1.9590683E-01  1.0001142E+00  1.0001034E+00  1.4148107E-03  
2.8874301E-02  5.0582466E+00  1.0000112E+00  1.0734018E+01  1.0732823E+01  1.9772000E-01  1.0001165E+00  1.0001053E+00  1.4369227E-03  
2.9411225E-02  5.0118723E+00  1.0000117E+00  1.0733961E+01  1.0732745E+01  1.9954997E-01  1.0001190E+00  1.0001073E+00  1.4592850E-03  
2.9958136E-02  4.9659232E+00  1.0000122E+00  1.0733902E+01  1.0732666E+01  2.0139688E-01  1.0001214E+00  1.0001092E+00  1.4818922E-03  
3.0515219E-02  4.9203954E+00  1.0000128E+00  1.0733842E+01  1.0732584E+01  2.0326090E-01  1.0001240E+00  1.0001112E+00  1.5047397E-03  
3.1082664E-02  4.8752849E+00  1.0000133E+00  1.0733780E+01  1.0732501E+01  2.0514218E-01  1.0001266E+00  1.0001132E+00  1.5278328E-03  
3.1660664E-02  4.8305880E+00  1.0000139E+00  1.0733717E+01  1.0732416E+01  2.0704088E-01  1.0001292E+00  1.0001153E+00  1.5511720E-03  
3.2249415E-02  4.7863009E+00  1.0000145E+00  1.0733653E+01  1.0732329E+01  2.0895717E-01  1.0001319E+00  1.0001174E+00  1.5747555E-03  
3.2849118E-02  4.7424199E+00  1.0000151E+00  1.0733587E+01  1.0732241E+01  2.1089120E-01  1.0001346E+00  1.0001195E+00  1.5985805E-03  
3.3459975E-02  4.6989411E+00  1.0000158E+00  1.0733519E+01  1.0732151E+01  2.1284315E-01  1.0001374E+00  1.0001217E+00  1.6226449E-03  
3.4082195E-02  4.6558609E+00  1.0000165E+00  1.0733450E+01  1.0732058E+01  2.1481318E-01  1.0001403E+00  1.0001238E+00  1.6469475E-03  
3.4715989E-02  4.6131757E+00  1.0000172E+00  1.0733379E+01  1.0731964E+01  2.1680146E-01  1.0001432E+00  1.0001260E+00  1.6714859E-03  
3.5361573E-02  4.5708819E+00  1.0000179E+00  1.0733307E+01  1.0731868E+01  2.1880815E-01  1.0001462E+00  1.0001283E+00  1.6962587E-03  
3.6019166E-02  4.5289758E+00  1.0000187E+00  1.0733233E+01  1.0731769E+01  2.2083344E-01  1.0001493E+00  1.0001306E+00  1.7212643E-03  
3.6688992E-02  4.4874539E+00  1.0000195E+00  1.0733157E+01  1.0731669E+01  2.2287748E-01  1.0001524E+00  1.0001329E+00  1.7464997E-03  
3.7371278E-02  4.4463127E+00  1.0000204E+00  1.0733079E+01  1.0731566E+01  2.2494045E-01  1.0001556E+00  1.0001352E+00  1.7719595E-03  
3.8066256E-02  4.4055486E+00  1.0000212E+00  1.0733000E+01  1.0731461E+01  2.2702254E-01  1.0001589E+00  1.0001376E+00  1.7976365E-03  
3.8774163E-02  4.3651583E+00  1.0000221E+00  1.0732918E+01  1.0731354E+01  2.2912392E-01  1.0001622E+00  1.0001400E+00  1.8235305E-03  
3.9495239E-02  4.3251383E+00  1.0000231E+00  1.0732835E+01  1.0731245E+01  2.3124476E-01  1.0001656E+00  1.0001425E+00  1.8496396E-03  
4.0229730E-02  4.2854852E+00  1.0000241E+00  1.0732750E+01  1.0731133E+01  2.3338525E-01  1.0001690E+00  1.0001450E+00  1.8759632E-03  
4.0977886E-02  4.2461956E+00  1.0000251E+00  1.0732662E+01  1.0731019E+01  2.3554558E-01  1.0001726E+00  1.0001475E+00  1.9024956E-03  
4.1739960E-02  4.2072663E+00  1.0000262E+00  1.0732573E+01  1.0730902E+01  2.3772591E-01  1.0001762E+00  1.0001501E+00  1.9292308E-03  
4.2516212E-02  4.1686938E+00  1.0000273E+00  1.0732481E+01  1.0730783E+01  2.3992645E-01  1.0001799E+00  1.0001526E+00  1.9561667E-03  
4.3306905E-02  4.1304750E+00  1.0000284E+00  1.0732387E+01  1.0730661E+01  2.4214738E-01  1.0001837E+00  1.0001553E+00  1.9832986E-03  
4.4112310E-02  4.0926066E+00  1.0000296E+00  1.0732291E+01  1.0730537E+01  2.4438889E-01  1.0001876E+00  1.0001579E+00  2.0106208E-03  
4.4932700E-02  4.0550854E+00  1.0000309E+00  1.0732192E+01  1.0730410E+01  2.4665116E-01  1.0001915E+00  1.0001606E+00  2.0381292E-03  
4.5768353E-02  4.0179081E+00  1.0000322E+00  1.0732091E+01  1.0730280E+01  2.4893440E-01  1.0001956E+00  1.0001634E+00  2.0658180E-03  
4.6619555E-02  3.9810717E+00  1.0000335E+00  1.0731988E+01  1.0730147E+01  2.5123880E-01  1.0001997E+00  1.0001662E+00  2.0936817E-03  
4.7486594E-02  3.9445730E+00  1.0000349E+00  1.0731882E+01  1.0730011E+01  2.5356455E-01  1.0002039E+00  1.0001690E+00  2.1217148E-03  
4.8369767E-02  3.9084090E+00  1.0000364E+00  1.0731774E+01  1.0729873E+01  2.5591186E-01  1.0002082E+00  1.0001718E+00  2.1499147E-03  
4.9269372E-02  3.8725764E+00  1.0000379E+00  1.0731662E+01  1.0729731E+01  2.5828092E-01  1.0002126E+00  1.0001747E+00  2.1782722E-03  
5.0185717E-02  3.8370725E+00  1.0000395E+00  1.0731549E+01  1.0729586E+01  2.6067194E-01  1.0002171E+00  1.0001776E+00  2.2067835E-03  
5.1119113E-02  3.8018940E+00  1.0000411E+00  1.0731432E+01  1.0729438E+01  2.6308512E-01  1.0002217E+00  1.0001806E+00  2.2354401E-03  
5.2069878E-02  3.7670380E+00  1.0000428E+00  1.0731312E+01  1.0729287E+01  2.6552066E-01  1.0002264E+00  1.0001836E+00  2.2642351E-03  
5.3038335E-02  3.7325016E+00  1.0000446E+00  1.0731190E+01  1.0729132E+01  2.6797878E-01  1.0002312E+00  1.0001867E+00  2.2931619E-03  
5.4024815E-02  3.6982818E+00  1.0000464E+00  1.0731064E+01  1.0728974E+01  2.7045969E-01  1.0002361E+00  1.0001897E+00  2.3222144E-03  
5.5029652E-02  3.6643757E+00  1.0000483E+00  1.0730935E+01  1.0728813E+01  2.7296359E-01  1.0002412E+00  1.0001929E+00  2.3513859E-03  
5.6053189E-02  3.6307805E+00  1.0000503E+00  1.0730803E+01  1.0728647E+01  2.7549070E-01  1.0002463E+00  1.0001960E+00  2.3806688E-03  
5.7095775E-02  3.5974934E+00  1.0000523E+00  1.0730668E+01  1.0728478E+01  2.7804125E-01  1.0002515E+00  1.0001992E+00  2.4100554E-03  
5.8157764E-02  3.5645113E+00  1.0000544E+00  1.0730530E+01  1.0728306E+01  2.8061544E-01  1.0002569E+00  1.0002025E+00  2.4395376E-03  
5.9239518E-02  3.5318317E+00  1.0000566E+00  1.0730388E+01  1.0728129E+01  2.8321349E-01  1.0002624E+00  1.0002057E+00  2.4691089E-03  
6.0341405E-02  3.4994517E+00  1.0000589E+00  1.0730242E+01  1.0727949E+01  2.8583564E-01  1.0002680E+00  1.0002090E+00  2.4987619E-03  
6.1463801E-02  3.4673685E+00  1.0000613E+00  1.0730093E+01  1.0727765E+01  2.8848209E-01  1.0002737E+00  1.0002124E+00  2.5284883E-03  
6.2607088E-02  3.4355795E+00  1.0000638E+00  1.0729940E+01  1.0727576E+01  2.9115309E-01  1.0002796E+00  1.0002158E+00  2.5582813E-03  
6.3771655E-02  3.4040819E+00  1.0000663E+00  1.0729783E+01  1.0727383E+01  2.9384886E-01  1.0002856E+00  1.0002192E+00  2.5881331E-03  
6.4957899E-02  3.3728731E+00  1.0000690E+00  1.0729623E+01  1.0727186E+01  2.9656963E-01  1.0002917E+00  1.0002227E+00  2.6180304E-03  
6.6166224E-02  3.3419504E+00  1.0000717E+00  1.0729458E+01  1.0726984E+01  2.9931562E-01  1.0002980E+00  1.0002262E+00  2.6479598E-03  
6.7397042E-02  3.3113112E+00  1.0000746E+00  1.0729289E+01  1.0726778E+01  3.0208709E-01  1.0003044E+00  1.0002298E+00  2.6779157E-03  
6.8650772E-02  3.2809529E+00  1.0000775E+00  1.0729116E+01  1.0726568E+01  3.0488427E-01  1.0003109E+00  1.0002334E+00  2.7078922E-03  
6.9927842E-02  3.2508730E+00  1.0000806E+00  1.0728939E+01  1.0726352E+01  3.0770739E-01  1.0003176E+00  1.0002370E+00  2.7378825E-03  
7.1228686E-02  3.2210688E+00  1.0000837E+00  1.0728757E+01  1.0726132E+01  3.1055669E-01  1.0003245E+00  1.0002407E+00  2.7678743E-03  
7.2553749E-02  3.1915379E+00  1.0000870E+00  1.0728571E+01  1.0725907E+01  3.1343243E-01  1.0003315E+00  1.0002444E+00  2.7978563E-03  
7.3903481E-02  3.1622777E+00  1.0000904E+00  1.0728379E+01  1.0725676E+01  3.1633485E-01  1.0003386E+00  1.0002482E+00  2.8278195E-03  
7.5278343E-02  3.1332857E+00  1.0000940E+00  1.0728184E+01  1.0725441E+01  3.1926420E-01  1.0003460E+00  1.0002520E+00  2.8577542E-03  
7.6678804E-02  3.1045596E+00  1.0000976E+00  1.0727983E+01  1.0725200E+01  3.2222073E-01  1.0003535E+00  1.0002558E+00  2.8876503E-03  
7.8105341E-02  3.0760968E+00  1.0001014E+00  1.0727777E+01  1.0724954E+01  3.2520469E-01  1.0003611E+00  1.0002597E+00  2.9174986E-03  
7.9558441E-02  3.0478950E+00  1.0001053E+00  1.0727566E+01  1.0724702E+01  3.2821634E-01  1.0003689E+00  1.0002636E+00  2.9472905E-03  
8.1038599E-02  3.0199517E+00  1.0001093E+00  1.0727349E+01  1.0724444E+01  3.3125594E-01  1.0003770E+00  1.0002676E+00  2.9770134E-03  
8.2546320E-02  2.9922646E+00  1.0001135E+00  1.0727127E+01  1.0724181E+01  3.3432375E-01  1.0003851E+00  1.0002716E+00  3.0066551E-03  
8.4082119E-02  2.9648314E+00  1.0001179E+00  1.0726900E+01  1.0723911E+01  3.3742004E-01  1.0003935E+00  1.0002756E+00  3.0362025E-03  
8.5646520E-02  2.9376497E+00  1.0001224E+00  1.0726667E+01  1.0723636E+01  3.4054506E-01  1.0004021E+00  1.0002797E+00  3.0656480E-03  
8.7240056E-02  2.9107171E+00  1.0001270E+00  1.0726428E+01  1.0723354E+01  3.4369910E-01  1.0004108E+00  1.0002838E+00  3.0949830E-03  
8.8863272E-02  2.8840315E+00  1.0001318E+00  1.0726183E+01  1.0723066E+01  3.4688241E-01  1.0004198E+00  1.0002880E+00  3.1241983E-03  
9.0516721E-02  2.8575905E+00  1.0001368E+00  1.0725931E+01  1.0722771E+01  3.5009528E-01  1.0004290E+00  1.0002922E+00  3.1532858E-03  
9.2200967E-02  2.8313920E+00  1.0001419E+00  1.0725674E+01  1.0722470E+01  3.5333798E-01  1.0004383E+00  1.0002964E+00  3.1822380E-03  
9.3916587E-02  2.8054336E+00  1.0001472E+00  1.0725410E+01  1.0722162E+01  3.5661079E-01  1.0004479E+00  1.0003007E+00  3.2110411E-03  
9.5664165E-02  2.7797133E+00  1.0001527E+00  1.0725139E+01  1.0721847E+01  3.5991400E-01  1.0004577E+00  1.0003050E+00  3.2396847E-03  
9.7444299E-02  2.7542287E+00  1.0001583E+00  1.0724862E+01  1.0721525E+01  3.6324788E-01  1.0004677E+00  1.0003093E+00  3.2681556E-03  
9.9257596E-02  2.7289778E+00  1.0001642E+00  1.0724577E+01  1.0721195E+01  3.6661273E-01  1.0004780E+00  1.0003137E+00  3.2964374E-03  
1.0110468E-01  2.7039584E+00  1.0001703E+00  1.0724286E+01  1.0720858E+01  3.7000883E-01  1.0004885E+00  1.0003182E+00  3.3245186E-03  
1.0298617E-01  2.6791683E+00  1.0001765E+00  1.0723987E+01  1.0720514E+01  3.7343648E-01  1.0004992E+00  1.0003226E+00  3.3523921E-03  
1.0490272E-01  2.6546056E+00  1.0001830E+00  1.0723681E+01  1.0720161E+01  3.7689598E-01  1.0005102E+00  1.0003271E+00  3.3800509E-03  
1.0685499E-01  2.6302680E+00  1.0001896E+00  1.0723367E+01  1.0719801E+01  3.8038762E-01  1.0005214E+00  1.0003317E+00  3.4074835E-03  
1.0884363E-01  2.6061535E+00  1.0001965E+00  1.0723045E+01  1.0719432E+01  3.8391170E-01  1.0005328E+00  1.0003363E+00  3.4346799E-03  
1.1086933E-01  2.5822602E+00  1.0002036E+00  1.0722715E+01  1.0719055E+01  3.8746853E-01  1.0005446E+00  1.0003409E+00  3.4616296E-03  
1.1293279E-01  2.5585859E+00  1.0002110E+00  1.0722377E+01  1.0718670E+01  3.9105842E-01  1.0005566E+00  1.0003455E+00  3.4883227E-03  
1.1503470E-01  2.5351286E+00  1.0002185E+00  1.0722030E+01  1.0718276E+01  3.9468168E-01  1.0005688E+00  1.0003502E+00  3.5147523E-03  
1.1717579E-01  2.5118864E+00  1.0002264E+00  1.0721675E+01  1.0717873E+01  3.9833861E-01  1.0005814E+00  1.0003549E+00  3.5409042E-03  
1.1935679E-01  2.4888573E+00  1.0002344E+00  1.0721311E+01  1.0717461E+01  4.0202955E-01  1.0005942E+00  1.0003597E+00  3.5667659E-03  
1.2157844E-01  2.4660393E+00  1.0002427E+00  1.0720938E+01  1.0717039E+01  4.0575480E-01  1.0006073E+00  1.0003645E+00  3.5923255E-03  
1.2384152E-01  2.4434306E+00  1.0002513E+00  1.0720556E+01  1.0716608E+01  4.0951469E-01  1.0006207E+00  1.0003693E+00  3.6175789E-03  
1.2614678E-01  2.4210290E+00  1.0002602E+00  1.0720165E+01  1.0716168E+01  4.1330955E-01  1.0006344E+00  1.0003742E+00  3.6425219E-03  
1.2849502E-01  2.3988329E+00  1.0002693E+00  1.0719763E+01  1.0715717E+01  4.1713970E-01  1.0006484E+00  1.0003791E+00  3.6671436E-03  
1.3088705E-01  2.3768403E+00  1.0002787E+00  1.0719352E+01  1.0715257E+01  4.2100548E-01  1.0006628E+00  1.0003840E+00  3.6914341E-03  
1.3332367E-01  2.3550493E+00  1.0002884E+00  1.0718931E+01  1.0714786E+01  4.2490722E-01  1.0006775E+00  1.0003889E+00  3.7153835E-03  
1.3580574E-01  2.3334581E+00  1.0002984E+00  1.0718499E+01  1.0714304E+01  4.2884527E-01  1.0006924E+00  1.0003939E+00  3.7389779E-03  
1.3833410E-01  2.3120648E+00  1.0003087E+00  1.0718057E+01  1.0713812E+01  4.3281995E-01  1.0007078E+00  1.0003990E+00  3.7622023E-03  
1.4090961E-01  2.2908677E+00  1.0003193E+00  1.0717603E+01  1.0713308E+01  4.3683163E-01  1.0007234E+00  1.0004040E+00  3.7850514E-03  
1.4353316E-01  2.2698649E+00  1.0003302E+00  1.0717139E+01  1.0712794E+01  4.4088064E-01  1.0007395E+00  1.0004091E+00  3.8075228E-03  
1.4620565E-01  2.2490546E+00  1.0003415E+00  1.0716664E+01  1.0712268E+01  4.4496735E-01  1.0007559E+00  1.0004142E+00  3.8296104E-03  
1.4892800E-01  2.2284351E+00  1.0003531E+00  1.0716176E+01  1.0711730E+01  4.4909210E-01  1.0007726E+00  1.0004194E+00  3.8513029E-03  
1.5170113E-01  2.2080047E+00  1.0003650E+00  1.0715677E+01  1.0711180E+01  4.5325525E-01  1.0007897E+00  1.0004245E+00  3.8725908E-03  
1.5452600E-01  2.1877616E+00  1.0003773E+00  1.0715166E+01  1.0710618E+01  4.5745717E-01  1.0008072E+00  1.0004297E+00  3.8934680E-03  
1.5740358E-01  2.1677041E+00  1.0003900E+00  1.0714643E+01  1.0710043E+01  4.6169823E-01  1.0008251E+00  1.0004350E+00  3.9139262E-03  
1.6033486E-01  2.1478305E+00  1.0004030E+00  1.0714107E+01  1.0709456E+01  4.6597879E-01  1.0008434E+00  1.0004402E+00  3.9339591E-03  
